"team","scenario","elimination_date"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-06-15"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-09-27"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0","2019-01-18"
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S0",NA
"EPFL","S1","2019-08-02"
"EPFL","S1","2020-02-07"
"EPFL","S1","2020-07-25"
"EPFL","S1","2020-07-25"
"EPFL","S1","2020-02-22"
"EPFL","S1","2020-01-04"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-09-25"
"EPFL","S1","2020-01-18"
"EPFL","S1","2020-10-24"
"EPFL","S1","2020-03-27"
"EPFL","S1","2020-05-29"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-05-09"
"EPFL","S1","2020-03-21"
"EPFL","S1","2019-09-27"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-11-07"
"EPFL","S1","2020-06-12"
"EPFL","S1","2020-05-09"
"EPFL","S1","2019-08-24"
"EPFL","S1","2020-03-14"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-01-11"
"EPFL","S1","2020-05-02"
"EPFL","S1","2019-09-20"
"EPFL","S1","2020-05-23"
"EPFL","S1","2020-01-31"
"EPFL","S1","2020-06-20"
"EPFL","S1","2020-02-29"
"EPFL","S1","2020-02-22"
"EPFL","S1","2020-01-18"
"EPFL","S1","2020-01-18"
"EPFL","S1","2019-01-18"
"EPFL","S1","2020-06-20"
"EPFL","S1","2019-12-28"
"EPFL","S1","2020-04-25"
"EPFL","S1","2020-02-15"
"EPFL","S1","2020-03-07"
"EPFL","S1","2020-05-16"
"EPFL","S1","2020-04-25"
"EPFL","S1","2020-10-16"
"EPFL","S1","2020-12-11"
"EPFL","S1","2020-05-23"
"EPFL","S1","2019-01-18"
"EPFL","S1","2020-03-27"
"EPFL","S1","2020-02-29"
"EPFL","S1","2020-08-07"
"EPFL","S1","2020-05-02"
"EPFL","S1","2020-05-23"
"EPFL","S1","2020-01-31"
"EPFL","S1","2020-01-11"
"EPFL","S1","2019-11-22"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-03-07"
"EPFL","S1","2020-02-07"
"EPFL","S1","2020-08-29"
"EPFL","S1","2020-01-18"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-02-29"
"EPFL","S1","2020-11-21"
"EPFL","S1","2020-05-16"
"EPFL","S1","2020-05-23"
"EPFL","S1","2020-01-11"
"EPFL","S1","2020-06-12"
"EPFL","S1","2020-02-22"
"EPFL","S1","2020-08-29"
"EPFL","S1","2020-09-19"
"EPFL","S1","2020-02-22"
"EPFL","S1","2019-12-06"
"EPFL","S1","2020-04-10"
"EPFL","S1","2019-11-29"
"EPFL","S1","2020-09-12"
"EPFL","S1","2020-02-22"
"EPFL","S1","2020-01-11"
"EPFL","S1","2020-01-31"
"EPFL","S1","2020-05-16"
"EPFL","S1","2019-12-28"
"EPFL","S1","2020-04-03"
"EPFL","S1","2020-03-14"
"EPFL","S1","2020-01-31"
"EPFL","S1","2019-01-18"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-02-07"
"EPFL","S1","2020-02-07"
"EPFL","S1","2020-01-18"
"EPFL","S1","2020-02-07"
"EPFL","S1","2021-01-09"
"EPFL","S1","2019-12-21"
"EPFL","S1","2020-02-15"
"EPFL","S1","2020-01-18"
"EPFL","S1","2020-09-19"
"EPFL","S1","2020-01-24"
"EPFL","S1","2020-05-16"
"EPFL","S1","2020-03-21"
"EPFL","S1","2019-11-09"
"EPFL","S1","2020-09-05"
"EPFL","S1","2020-08-14"
"EPFL","S1","2020-04-25"
"EPFL","S1","2020-08-14"
"EPFL","S1","2020-05-16"
"EPFL","S1","2020-01-31"
