team,scenario,saturday_date,obs_cases_med,obs_cases_low,obs_cases_hi,true_inf_med,true_inf_low,true_inf_hi,population_size,vacc_med,vacc_low,vacc_hi
IDM,0,2010-10-16,1439,1308,1520,7199,6958,7380,10911656,0,0,0
IDM,0,2010-10-23,3151,2965,3712,15663.5,15131,18613,10911656,0,0,0
IDM,0,2010-10-30,3874,3637,10780,19326.5,18487,52981,10911656,0,0,0
IDM,0,2010-11-06,3968,3672,16188,19379,18291,81561,10911656,0,0,0
IDM,0,2010-11-13,4023,3455,25436,20009,17425,126791,10911656,0,0,0
IDM,0,2010-11-20,5537,3396,34566,27748.5,17378,172815,10911656,0,0,0
IDM,0,2010-11-27,9285.5,3459,38729,46263.5,17516,194104,10911656,0,0,0
IDM,0,2010-12-04,15144,3674,39858,75856,18594,198570,10911656,0,0,0
IDM,0,2010-12-11,25824.5,4058,41530,128948,20376,208734,10911656,0,0,0
IDM,0,2010-12-18,36726.5,5392,46636,183820.5,26520,233742,10911656,0,0,0
IDM,0,2010-12-25,40703,7265,46875,204092.5,36334,235001,10911656,0,0,0
IDM,0,2011-01-01,44846,11561,50294,223634,58505,250239,10911656,0,0,0
IDM,0,2011-01-08,44437,17085,49023,222327,86289,246515,10911656,0,0,0
IDM,0,2011-01-15,46839,27047,50640,234195,134665,252769,10911656,0,0,0
IDM,0,2011-01-22,46862.5,37001,48996,233278,186089,244694,10911656,0,0,0
IDM,0,2011-01-29,45923,39866,48485,230520.5,198424,240900,10911656,0,0,0
IDM,0,2011-02-05,44901.5,39539,47838,224126,197680,239017,10911656,0,0,0
IDM,0,2011-02-12,44479,37625,47364,222452.5,187770,237085,10911656,0,0,0
IDM,0,2011-02-19,43657.5,36195,48275,217380,181823,241675,10911656,0,0,0
IDM,0,2011-02-26,41732,34972,49659,209171,175228,246668,10911656,0,0,0
IDM,0,2011-03-05,39998,33493,50211,200183,168821,251454,10911656,0,0,0
IDM,0,2011-03-12,38372,32265,50039,192430.5,161582,249638,10911656,0,0,0
IDM,0,2011-03-19,36456.5,31184,48079,182751,155828,242228,10911656,0,0,0
IDM,0,2011-03-26,35039.5,30613,46523,174971,152776,230277,10911656,0,0,0
IDM,0,2011-04-02,34104,29992,43572,170513.5,151316,217198,10911656,0,0,0
IDM,0,2011-04-09,33005.5,30279,41541,165032.5,149459,206809,10911656,0,0,0
IDM,0,2011-04-16,32679,29852,39851,163632,150600,199084,10911656,0,0,0
IDM,0,2011-04-23,33330,30707,38828,165916.5,153977,193319,10911656,0,0,0
IDM,0,2011-04-30,32838,30579,36964,163569,153503,184149,10911656,0,0,0
IDM,0,2011-05-07,34271.5,32490,37747,171756,162585,188973,10911656,0,0,0
IDM,0,2011-05-14,33775.5,31678,36325,167728.5,158683,182489,10911656,0,0,0
IDM,0,2011-05-21,33124.5,31109,35195,165541.5,155157,176261,10911656,0,0,0
IDM,0,2011-05-28,37939,35971,40554,189484,180113,203407,10911656,0,0,0
IDM,0,2011-06-04,46694,43285,50580,233113.5,216604,253276,10911656,0,0,0
IDM,0,2011-06-11,56908.5,53187,63238,284792,265326,315815,10911656,0,0,0
IDM,0,2011-06-18,54692,49074,61320,272490.5,246606,306526,10911656,0,0,0
IDM,0,2011-06-25,55011.5,47838,63114,274874.5,239287,314684,10911656,0,0,0
IDM,0,2011-07-02,50947,42882,58435,255501,214899,293674,10911656,0,0,0
IDM,0,2011-07-09,45891.5,38268,53995,228871,192064,270232,10911656,0,0,0
IDM,0,2011-07-16,43195,35832,51092,216562,177684,255383,10911656,0,0,0
IDM,0,2011-07-23,40730,33511,49174,204642,166849,245418,10911656,0,0,0
IDM,0,2011-07-30,35730,29396,43178,178904,146193,217398,10911656,0,0,0
IDM,0,2011-08-06,34264,27094,41518,170972,135380,208117,10911656,0,0,0
IDM,0,2011-08-13,29546.5,23382,36207,148051.5,116823,180631,10911656,0,0,0
IDM,0,2011-08-20,26462,21221,33162,132529.5,105091,165546,10911656,0,0,0
IDM,0,2011-08-27,24369,18899,31895,121144.5,95165,157231,10911656,0,0,0
IDM,0,2011-09-03,21942.5,17282,28947,109781,85983,145412,10911656,0,0,0
IDM,0,2011-09-10,20481.5,15970,27668,102251.5,79714,138730,10911656,0,0,0
IDM,0,2011-09-17,18500.5,14263,24708,92476.5,72273,124149,10911656,0,0,0
IDM,0,2011-09-24,17266,13331,23015,86940,67911,115895,10911656,0,0,0
IDM,0,2011-10-01,16385.5,12956,21521,82278,64250,107100,10911656,0,0,0
IDM,0,2011-10-08,15221,12109,19457,76350.5,60467,97742,10911656,0,0,0
IDM,0,2011-10-15,14265,11345,17971,71411.5,57306,89895,10911656,0,0,0
IDM,0,2011-10-22,13826.5,11242,16922,68957,56264,84882,10911656,0,0,0
IDM,0,2011-10-29,12310.5,10090,14728,61154,50341,73952,10911656,0,0,0
IDM,0,2011-11-05,11091,8966,13305,55388.5,45420,66595,10911656,0,0,0
IDM,0,2011-11-12,10031.5,8031,12056,50158.5,39971,60470,10911656,0,0,0
IDM,0,2011-11-19,9230,7183,11156,46089,36087,55826,10911656,0,0,0
IDM,0,2011-11-26,8453.5,6528,10682,42280,32287,52673,10911656,0,0,0
IDM,0,2011-12-03,7740,5905,10025,38633.5,29560,49901,10911656,0,0,0
IDM,0,2011-12-10,7128,5475,9348,35564,27055,47019,10911656,0,0,0
IDM,0,2011-12-17,6475,5069,9124,32624,25229,45075,10911656,0,0,0
IDM,0,2011-12-24,6035.5,4614,8736,30182.5,23412,43180,10911656,0,0,0
IDM,0,2011-12-31,5553.5,4243,8253,27797,21493,41127,10911656,0,0,0
IDM,0,2012-01-07,5209.5,3976,8110,25902,19761,40301,10911656,0,0,0
IDM,0,2012-01-14,4819,3709,7613,24004.5,18691,37987,10911656,0,0,0
IDM,0,2012-01-21,4397.5,3532,7272,22163.5,17774,36747,10911656,0,0,0
IDM,0,2012-01-28,4096.5,3328,6787,20565.5,16799,34632,10911656,0,0,0
IDM,0,2012-02-04,3718,3110,6715,18806,15793,32667,10911656,0,0,0
IDM,0,2012-02-11,3536.5,2922,6290,17667,14335,31509,10911656,0,0,0
IDM,0,2012-02-18,3293.5,2696,5898,16431.5,13235,29287,10911656,0,0,0
IDM,0,2012-02-25,3089,2473,5552,15433.5,12116,27761,10911656,0,0,0
IDM,0,2012-03-03,2902.5,2225,5317,14508,11012,26430,10911656,0,0,0
IDM,0,2012-03-10,2691.5,2022,4837,13595.5,10198,24014,10911656,0,0,0
IDM,0,2012-03-17,2462.5,1760,4562,12471.5,8987,22046,10911656,0,0,0
IDM,0,2012-03-24,2289,1564,3944,11407,7985,19945,10911656,0,0,0
IDM,0,2012-03-31,2084.5,1408,3645,10589.5,7236,18070,10911656,0,0,0
IDM,0,2012-04-07,2001,1288,3226,9850.5,6422,16145,10911656,0,0,0
IDM,0,2012-04-14,1854.5,1179,2982,9208,5872,14667,10911656,0,0,0
IDM,0,2012-04-21,1693,1065,2687,8698.5,5162,13513,10911656,0,0,0
IDM,0,2012-04-28,1586.5,1015,2481,8039.5,4964,12473,10911656,0,0,0
IDM,0,2012-05-05,1499,945,2447,7564,4659,11937,10911656,0,0,0
IDM,0,2012-05-12,1395.5,852,2361,7086,4286,11514,10911656,0,0,0
IDM,0,2012-05-19,1326,839,2152,6627,4138,11032,10911656,0,0,0
IDM,0,2012-05-26,1269,818,2197,6274.5,3880,10626,10911656,0,0,0
IDM,0,2012-06-02,1188.5,748,2106,5894.5,3914,10256,10911656,0,0,0
IDM,0,2012-06-09,1115.5,719,1989,5620.5,3668,10011,10911656,0,0,0
IDM,0,2012-06-16,1098.5,683,2025,5459,3448,9811,10911656,0,0,0
IDM,0,2012-06-23,1075.5,692,1970,5288,3391,9587,10911656,0,0,0
IDM,0,2012-06-30,1004.5,663,1815,5023,3467,9160,10911656,0,0,0
IDM,0,2012-07-07,960,659,1732,4780.5,3534,8561,10911656,0,0,0
IDM,0,2012-07-14,969,686,1580,4708,3383,8131,10911656,0,0,0
IDM,0,2012-07-21,935,620,1800,4841.5,3217,9030,10911656,0,0,0
IDM,0,2012-07-28,911,622,1754,4513.5,3108,8903,10911656,0,0,0
IDM,0,2012-08-04,819,619,1841,4122.5,2911,9127,10911656,0,0,0
IDM,0,2012-08-11,753.5,551,1899,3873.5,2750,9099,10911656,0,0,0
IDM,0,2012-08-18,757.5,516,1830,3826.5,2718,9002,10911656,0,0,0
IDM,0,2012-08-25,710.5,505,1783,3548,2645,8923,10911656,0,0,0
IDM,0,2012-09-01,685,513,1859,3333,2545,9204,10911656,0,0,0
IDM,0,2012-09-08,677,449,2045,3263.5,2268,10023,10911656,0,0,0
IDM,0,2012-09-15,635.5,421,2129,3211,2176,10386,10911656,0,0,0
IDM,0,2012-09-22,711,380,2134,3578.5,2117,10950,10911656,0,0,0
IDM,0,2012-09-29,760.5,398,1936,3795.5,1928,9629,10911656,0,0,0
IDM,0,2012-10-06,881.5,373,2070,4396.5,2063,9769,10911656,0,0,0
IDM,0,2012-10-13,960,445,1931,4768.5,2145,9503,10911656,0,0,0
IDM,0,2012-10-20,1047,400,1866,5200,2064,9024,10911656,0,0,0
IDM,0,2012-10-27,1059.5,404,1797,5250.5,2052,8837,10911656,0,0,0
IDM,0,2012-11-03,1051.5,438,1979,5164,2176,9846,10911656,0,0,0
IDM,0,2012-11-10,1009,402,2114,4992.5,1997,10433,10911656,0,0,0
IDM,0,2012-11-17,924.5,404,2225,4516.5,1918,10951,10911656,0,0,0
IDM,0,2012-11-24,864,357,2182,4387.5,1844,11277,10911656,0,0,0
IDM,0,2012-12-01,792,355,2056,4071.5,1738,10209,10911656,0,0,0
IDM,0,2012-12-08,799,314,1827,3996,1720,9167,10911656,0,0,0
IDM,0,2012-12-15,782,317,1604,3833,1638,8113,10911656,0,0,0
IDM,0,2012-12-22,703.5,296,1589,3482,1473,7901,10911656,0,0,0
IDM,0,2012-12-29,695.5,281,1536,3421,1364,7807,10911656,0,0,0
IDM,0,2013-01-05,688,261,1812,3352.5,1295,8785,10911656,0,0,0
IDM,0,2013-01-12,674,248,1822,3376,1180,8885,10911656,0,0,0
IDM,0,2013-01-19,756,209,1772,3694.5,1080,8767,10911656,0,0,0
IDM,0,2013-01-26,730,186,1942,3622,980,9594,10911656,0,0,0
IDM,0,2013-02-02,718.5,153,1938,3636.5,897,9783,10911656,0,0,0
IDM,0,2013-02-09,730.5,183,2101,3534.5,880,10196,10911656,0,0,0
IDM,0,2013-02-16,742.5,194,2048,3483.5,789,10138,10911656,0,0,0
IDM,0,2013-02-23,675,162,2110,3406.5,746,10500,10911656,0,0,0
IDM,0,2013-03-02,712,140,1936,3444,693,9765,10911656,0,0,0
IDM,0,2013-03-09,649,136,1804,3350.5,642,8985,10911656,0,0,0
IDM,0,2013-03-16,659,110,1615,3230,581,8110,10911656,0,0,0
IDM,0,2013-03-23,606.5,99,1713,3184,504,8456,10911656,0,0,0
IDM,0,2013-03-30,663,108,1804,3209.5,466,9244,10911656,0,0,0
IDM,0,2013-04-06,627.5,78,1882,3221.5,424,9463,10911656,0,0,0
IDM,0,2013-04-13,666,77,2018,3201,391,10047,10911656,0,0,0
IDM,0,2013-04-20,708.5,63,2031,3510,352,10335,10911656,0,0,0
IDM,0,2013-04-27,831,65,2240,4053.5,298,11204,10911656,0,0,0
IDM,0,2013-05-04,863.5,68,2350,4467,283,11812,10911656,0,0,0
IDM,0,2013-05-11,961,31,2555,4916,217,12671,10911656,0,0,0
IDM,0,2013-05-18,962,40,2715,4637,192,13121,10911656,0,0,0
IDM,0,2013-05-25,1022.5,29,3374,5109,151,17137,10911656,0,0,0
IDM,0,2013-06-01,1013.5,33,2845,5064,147,13945,10911656,0,0,0
IDM,0,2013-06-08,1048,21,2809,5211,143,14300,10911656,0,0,0
IDM,0,2013-06-15,1110,24,2682,5594,106,13499,10911656,0,0,0
IDM,0,2013-06-22,1228,19,2720,6090,101,13888,10911656,0,0,0
IDM,0,2013-06-29,1254,23,3151,6273,107,15695,10911656,0,0,0
IDM,0,2013-07-06,1325,19,3400,6483.5,89,17556,10911656,0,0,0
IDM,0,2013-07-13,1497,13,3114,7563.5,63,16127,10911656,0,0,0
IDM,0,2013-07-20,1616,11,3398,8068,57,16514,10911656,0,0,0
IDM,0,2013-07-27,1717,18,3765,8574.5,67,18675,10911656,0,0,0
IDM,0,2013-08-03,1780,11,3274,9056,67,16464,10911656,0,0,0
IDM,0,2013-08-10,1708.5,19,2827,8694,74,14078,10911656,0,0,0
IDM,0,2013-08-17,1819,18,2869,9257.5,79,14570,10911656,0,0,0
IDM,0,2013-08-24,1888,15,2888,9582,89,14020,10911656,0,0,0
IDM,0,2013-08-31,1918,20,2854,9553,89,14227,10911656,0,0,0
IDM,0,2013-09-07,2125.5,17,3054,10618.5,93,15618,10911656,0,0,0
IDM,0,2013-09-14,2403.5,10,3425,12052.5,86,17294,10911656,0,0,0
IDM,0,2013-09-21,2499.5,15,3481,12418,69,17640,10911656,0,0,0
IDM,0,2013-09-28,2435,10,3503,12193.5,68,17281,10911656,0,0,0
IDM,0,2013-10-05,2482.5,7,3572,12470,50,17679,10911656,0,0,0
IDM,0,2013-10-12,2635,12,3735,13021.5,56,18659,10911656,0,0,0
IDM,0,2013-10-19,2608.5,15,3653,12982.5,44,18666,10911656,0,0,0
IDM,0,2013-10-26,2384,9,3345,11974.5,62,17203,10911656,0,0,0
IDM,0,2013-11-02,2225.5,18,3134,10874.5,72,15914,10911656,0,0,0
IDM,0,2013-11-09,2389.5,18,3339,11809.5,71,16576,10911656,0,0,0
IDM,0,2013-11-16,2074,18,2933,10213.5,69,14396,10911656,0,0,0
IDM,0,2013-11-23,1718.5,24,2377,8555,84,11901,10911656,0,0,0
IDM,0,2013-11-30,1486.5,16,2105,7439,69,10532,10911656,0,0,0
IDM,0,2013-12-07,1278.5,16,1773,6291,80,9042,10911656,0,0,0
IDM,0,2013-12-14,1104,16,1642,5579.5,60,8177,10911656,0,0,0
IDM,0,2013-12-21,984.5,12,1449,5044,65,7129,10911656,0,0,0
IDM,0,2013-12-28,874,9,1441,4369.5,50,7351,10911656,0,0,0
IDM,0,2014-01-04,827,14,1457,4106,58,7369,10911656,0,0,0
IDM,0,2014-01-11,741.5,15,1428,3785,58,7269,10911656,0,0,0
IDM,0,2014-01-18,691.5,10,1360,3484.5,56,6946,10911656,0,0,0
IDM,0,2014-01-25,701.5,5,1350,3435,42,6734,10911656,0,0,0
IDM,0,2014-02-01,681,5,1323,3331,44,6601,10911656,0,0,0
IDM,0,2014-02-08,678.5,8,1268,3484.5,39,6466,10911656,0,0,0
IDM,0,2014-02-15,732,7,1346,3657.5,39,6777,10911656,0,0,0
IDM,0,2014-02-22,712,5,1347,3577.5,33,6824,10911656,0,0,0
IDM,0,2014-03-01,656,10,1332,3457.5,27,6706,10911656,0,0,0
IDM,0,2014-03-08,627.5,4,1381,3325.5,29,6683,10911656,0,0,0
IDM,0,2014-03-15,662,8,1484,3285,25,7330,10911656,0,0,0
IDM,0,2014-03-22,661.5,3,1694,3330.5,15,8515,10911656,0,0,0
IDM,0,2014-03-29,704,2,1932,3549,21,9714,10911656,0,0,0
IDM,0,2014-04-05,757.5,6,2044,3773,12,10086,10911656,0,0,0
IDM,0,2014-04-12,783.5,1,2102,3952.5,18,10414,10911656,0,0,0
IDM,0,2014-04-19,817,2,2044,4118.5,15,10180,10911656,0,0,0
IDM,0,2014-04-26,840.5,1,1996,4149.5,10,10096,10911656,0,0,0
IDM,0,2014-05-03,924,2,1998,4468,11,10288,10911656,0,0,0
IDM,0,2014-05-10,939,3,1932,4695.5,10,9592,10911656,0,0,0
IDM,0,2014-05-17,1002,6,1903,5003.5,25,9881,10911656,0,0,0
IDM,0,2014-05-24,1149.5,5,2403,5767,17,11901,10911656,0,0,0
IDM,0,2014-05-31,1295,4,2792,6635,19,13553,10911656,0,0,0
IDM,0,2014-06-07,1547.5,8,3123,7675,29,15482,10911656,0,0,0
IDM,0,2014-06-14,1737.5,8,3579,8836,30,17489,10911656,0,0,0
IDM,0,2014-06-21,1759,7,3361,8947.5,27,16802,10911656,0,0,0
IDM,0,2014-06-28,2068.5,3,3720,10379,19,18452,10911656,0,0,0
IDM,0,2014-07-05,2210,4,3755,10931.5,23,19093,10911656,0,0,0
IDM,0,2014-07-12,2128.5,5,3634,10530.5,20,18619,10911656,0,0,0
IDM,0,2014-07-19,2310.5,4,3835,11515.5,21,19432,10911656,0,0,0
IDM,0,2014-07-26,2607.5,2,4067,13086,13,20610,10911656,0,0,0
IDM,0,2014-08-02,3070,10,4537,15262,24,22703,10911656,0,0,0
IDM,0,2014-08-09,3466.5,3,4613,17384.5,23,23130,10911656,0,0,0
IDM,0,2014-08-16,3664,3,4876,18199,22,24221,10911656,0,0,0
IDM,0,2014-08-23,3624.5,7,4920,18140.5,18,24263,10911656,0,0,0
IDM,0,2014-08-30,4180,1,5495,20946,13,27708,10911656,0,0,0
IDM,0,2014-09-06,4891,3,6259,24289,14,31162,10911656,0,0,0
IDM,0,2014-09-13,5297,1,6513,26298.5,7,32310,10911656,0,0,0
IDM,0,2014-09-20,5367,0,6639,26933,8,32868,10911656,0,0,0
IDM,0,2014-09-27,4674.5,0,5778,23050.5,4,28597,10911656,0,0,0
IDM,0,2014-10-04,4791,0,5867,23957,3,29730,10911656,0,0,0
IDM,0,2014-10-11,4046,0,5090,20384.5,2,25244,10911656,0,0,0
IDM,0,2014-10-18,4369.5,0,5542,21710.5,0,27162,10911656,0,0,0
IDM,0,2014-10-25,4586,1,5785,23054.5,2,28710,10911656,0,0,0
IDM,0,2014-11-01,4616,0,5772,23153,0,28800,10911656,0,0,0
IDM,0,2014-11-08,4815.5,0,6056,24070,1,30016,10911656,0,0,0
IDM,0,2014-11-15,4952,0,6135,24702,0,30736,10911656,0,0,0
IDM,0,2014-11-22,4462,0,5491,22346.5,0,28097,10911656,0,0,0
IDM,0,2014-11-29,3527.5,0,4285,17514.5,0,21128,10911656,0,0,0
IDM,0,2014-12-06,2967.5,0,3706,14812.5,0,18365,10911656,0,0,0
IDM,0,2014-12-13,2719,0,3417,13396,1,17375,10911656,0,0,0
IDM,0,2014-12-20,2528,0,3196,12542,0,16234,10911656,0,0,0
IDM,0,2014-12-27,2226,0,2975,11348,0,14782,10911656,0,0,0
IDM,0,2015-01-03,1998.5,0,2562,9964.5,0,12995,10911656,0,0,0
IDM,0,2015-01-10,1773.5,0,2311,8900,0,11510,10911656,0,0,0
IDM,0,2015-01-17,1627,0,2249,8203.5,0,11114,10911656,0,0,0
IDM,0,2015-01-24,1633,0,2269,8292.5,0,11299,10911656,0,0,0
IDM,0,2015-01-31,1613.5,0,2250,7962,0,11060,10911656,0,0,0
IDM,0,2015-02-07,1569.5,0,2197,7833,0,10962,10911656,0,0,0
IDM,0,2015-02-14,1544.5,0,2126,7683.5,0,10603,10911656,0,0,0
IDM,0,2015-02-21,1481.5,0,2023,7277,0,9965,10911656,0,0,0
IDM,0,2015-02-28,1432,0,1940,7149.5,0,9902,10911656,0,0,0
IDM,0,2015-03-07,1419,0,1919,6874,0,9380,10911656,0,0,0
IDM,0,2015-03-14,1330.5,0,1839,6713.5,0,9281,10911656,0,0,0
IDM,0,2015-03-21,1376,0,1846,6750.5,0,9003,10911656,0,0,0
IDM,0,2015-03-28,1415,0,1885,6949,0,9097,10911656,0,0,0
IDM,0,2015-04-04,1476.5,0,1979,7335.5,0,9912,10911656,0,0,0
IDM,0,2015-04-11,1614,0,2307,8161.5,0,11088,10911656,0,0,0
IDM,0,2015-04-18,1755.5,0,2448,8716,0,12312,10911656,0,0,0
IDM,0,2015-04-25,1859,0,2583,9201.5,0,13169,10911656,0,0,0
IDM,0,2015-05-02,1861,0,2537,9216,0,12648,10911656,0,0,0
IDM,0,2015-05-09,1762.5,0,2439,8819.5,0,12034,10911656,0,0,0
IDM,0,2015-05-16,1748.5,0,2461,8825.5,0,11843,10911656,0,0,0
IDM,0,2015-05-23,2041,0,3009,10161.5,0,14683,10911656,0,0,0
IDM,0,2015-05-30,2456.5,0,3489,12177,0,17321,10911656,0,0,0
IDM,0,2015-06-06,2620.5,0,3929,13284.5,0,19475,10911656,0,0,0
IDM,0,2015-06-13,2869,0,4329,14474.5,0,21457,10911656,0,0,0
IDM,0,2015-06-20,3023.5,0,4341,15233.5,0,21765,10911656,0,0,0
IDM,0,2015-06-27,2971.5,0,4299,15033.5,0,21222,10911656,0,0,0
IDM,0,2015-07-04,2859,0,4002,14107.5,0,19376,10911656,0,0,0
IDM,0,2015-07-11,2908,0,3702,14306,0,18804,10911656,0,0,0
IDM,0,2015-07-18,3274.5,0,4245,16171.5,0,21119,10911656,0,0,0
IDM,0,2015-07-25,3449,0,4377,17435,0,21976,10911656,0,0,0
IDM,0,2015-08-01,3551,0,4376,17520.5,0,21518,10911656,0,0,0
IDM,0,2015-08-08,3627,0,4467,18176.5,0,22073,10911656,0,0,0
IDM,0,2015-08-15,4054,0,4957,20036,0,24557,10911656,0,0,0
IDM,0,2015-08-22,4375,0,5413,21681.5,0,26835,10911656,0,0,0
IDM,0,2015-08-29,4558,0,5583,22665,0,27572,10911656,0,0,0
IDM,0,2015-09-05,5254.5,0,6356,26221,0,32103,10911656,0,0,0
IDM,0,2015-09-12,5274.5,0,6378,26275.5,0,31974,10911656,0,0,0
IDM,0,2015-09-19,5615.5,0,6969,27918,0,35120,10911656,0,0,0
IDM,0,2015-09-26,6446,0,7838,32256.5,0,39521,10911656,0,0,0
IDM,0,2015-10-03,6712,0,8012,33579.5,0,40354,10911656,0,0,0
IDM,0,2015-10-10,6560.5,0,7925,33280.5,0,39373,10911656,0,0,0
IDM,0,2015-10-17,6267.5,0,7357,31279.5,0,36291,10911656,0,0,0
IDM,0,2015-10-24,6523.5,0,7748,32702,0,38718,10911656,0,0,0
IDM,0,2015-10-31,6319,0,7545,31400.5,0,37458,10911656,0,0,0
IDM,0,2015-11-07,6128,0,7251,30489.5,0,35829,10911656,0,0,0
IDM,0,2015-11-14,5751.5,0,6763,28682,0,33535,10911656,0,0,0
IDM,0,2015-11-21,5252,0,6183,26331.5,0,30656,10911656,0,0,0
IDM,0,2015-11-28,4817,0,5744,24093.5,0,28505,10911656,0,0,0
IDM,0,2015-12-05,5544,0,6411,27732.5,0,31728,10911656,0,0,0
IDM,0,2015-12-12,5112,0,5909,25493.5,0,28928,10911656,0,0,0
IDM,0,2015-12-19,4969.5,0,5685,24852.5,0,28211,10911656,0,0,0
IDM,0,2015-12-26,4437.5,0,5027,22300,0,25111,10911656,0,0,0
IDM,0,2016-01-02,3727,0,4263,18803,0,21079,10911656,0,0,0
IDM,0,2016-01-09,3282.5,0,3830,16428,0,18946,10911656,0,0,0
IDM,0,2016-01-16,2958.5,0,3456,14920,0,17127,10911656,0,0,0
IDM,0,2016-01-23,2729,0,3177,13774.5,0,15688,10911656,0,0,0
IDM,0,2016-01-30,2589,0,2939,12816.5,0,14680,10911656,0,0,0
IDM,0,2016-02-06,2458,0,2897,12225.5,0,14186,10911656,0,0,0
IDM,0,2016-02-13,2349,0,2662,11750,0,13421,10911656,0,0,0
IDM,0,2016-02-20,2330.5,0,2675,11558.5,0,13334,10911656,0,0,0
IDM,0,2016-02-27,2310,0,2662,11593,0,13042,10911656,0,0,0
IDM,0,2016-03-05,2266,0,2682,11322.5,0,13145,10911656,0,0,0
IDM,0,2016-03-12,2396.5,0,2897,11978,0,14906,10911656,0,0,0
IDM,0,2016-03-19,2340.5,0,2910,11629,0,14474,10911656,0,0,0
IDM,0,2016-03-26,2278,0,2940,11497.5,0,14311,10911656,0,0,0
IDM,0,2016-04-02,2239.5,0,2798,11316,0,14112,10911656,0,0,0
IDM,0,2016-04-09,2247.5,0,2815,11265,0,14104,10911656,0,0,0
IDM,0,2016-04-16,2330.5,0,3029,11606,0,15194,10911656,0,0,0
IDM,0,2016-04-23,2423.5,0,3301,12169.5,0,16296,10911656,0,0,0
IDM,0,2016-04-30,2757.5,0,4031,13785.5,0,19703,10911656,0,0,0
IDM,0,2016-05-07,3108.5,0,4531,15603.5,0,22763,10911656,0,0,0
IDM,0,2016-05-14,3961.5,0,5841,19913,0,28927,10911656,0,0,0
IDM,0,2016-05-21,4116,0,5764,20404,0,29039,10911656,0,0,0
IDM,0,2016-05-28,4273.5,0,5811,21446,0,29259,10911656,0,0,0
IDM,0,2016-06-04,4685,0,6329,23449,0,32110,10911656,0,0,0
IDM,0,2016-06-11,5022,0,6615,24922,0,33199,10911656,0,0,0
IDM,0,2016-06-18,4636.5,0,6088,23330.5,0,31157,10911656,0,0,0
IDM,0,2016-06-25,4719,0,6256,23511.5,0,31304,10911656,0,0,0
IDM,0,2016-07-02,5120.5,0,6802,25225,0,33952,10911656,0,0,0
IDM,0,2016-07-09,5166,0,6905,25931,0,34344,10911656,0,0,0
IDM,0,2016-07-16,5005.5,0,6359,24818.5,0,32129,10911656,0,0,0
IDM,0,2016-07-23,5451,0,6899,27130.5,0,34628,10911656,0,0,0
IDM,0,2016-07-30,5064.5,0,6213,25649.5,0,31162,10911656,0,0,0
IDM,0,2016-08-06,5475.5,0,6714,27251.5,0,33759,10911656,0,0,0
IDM,0,2016-08-13,5397.5,0,6537,26959.5,0,32355,10911656,0,0,0
IDM,0,2016-08-20,5679,0,6868,28520,0,33998,10911656,0,0,0
IDM,0,2016-08-27,5568.5,0,6621,27913,0,33190,10911656,0,0,0
IDM,0,2016-09-03,6577.5,0,7909,32751.5,0,39351,10911656,0,0,0
IDM,0,2016-09-10,6017.5,0,7242,30233.5,0,36585,10911656,0,0,0
IDM,0,2016-09-17,6477,0,7854,32288,0,39319,10911656,0,0,0
IDM,0,2016-09-24,6309.5,0,7608,31798.5,0,38595,10911656,0,0,0
IDM,0,2016-10-01,6663.5,0,8366,33294.5,0,41965,10911656,0,0,0
IDM,0,2016-10-08,7699.5,0,10031,38532.5,0,50476,10911656,0,0,0
IDM,0,2016-10-15,7812.5,0,9927,39058,0,49888,10911656,0,0,0
IDM,0,2016-10-22,7607,0,9746,38171,0,48874,10911656,0,0,0
IDM,0,2016-10-29,7779,0,9625,38570,0,48629,10911656,0,0,0
IDM,0,2016-11-05,7256.5,0,8948,36307,0,44876,10911656,0,0,0
IDM,0,2016-11-12,6099.5,0,7393,30692,0,36586,10911656,0,0,0
IDM,0,2016-11-19,5454,0,6296,27264,0,32092,10911656,0,0,0
IDM,0,2016-11-26,5229.5,0,6097,26074,0,29867,10911656,0,0,0
IDM,0,2016-12-03,4644.5,0,5385,23425.5,0,26801,10911656,0,0,0
IDM,0,2016-12-10,4048.5,0,4550,20324.5,0,22942,10911656,0,0,0
IDM,0,2016-12-17,3508.5,0,4009,17637,0,19785,10911656,0,0,0
IDM,0,2016-12-24,3099.5,0,3501,15388,0,17419,10911656,0,0,0
IDM,0,2016-12-31,2818,0,3231,13877,0,15947,10911656,0,0,0
IDM,0,2017-01-07,2577.5,0,2943,12888.5,0,14636,10911656,0,0,0
IDM,0,2017-01-14,2446,0,2787,12170.5,0,13813,10911656,0,0,0
IDM,0,2017-01-21,2323.5,0,2709,11642.5,0,13552,10911656,0,0,0
IDM,0,2017-01-28,2207.5,0,2486,11203.5,0,12754,10911656,0,0,0
IDM,0,2017-02-04,2176,0,2599,10775.5,0,12672,10911656,0,0,0
IDM,0,2017-02-11,2119.5,0,2605,10480.5,0,12492,10911656,0,0,0
IDM,0,2017-02-18,2084.5,0,2389,10425,0,12012,10911656,0,0,0
IDM,0,2017-02-25,2063.5,0,2393,10394,0,11951,10911656,0,0,0
IDM,0,2017-03-04,2095.5,0,2445,10373.5,0,12037,10911656,0,0,0
IDM,0,2017-03-11,1984.5,0,2346,10091,0,11871,10911656,0,0,0
IDM,0,2017-03-18,1956,0,2314,9757.5,0,11558,10911656,0,0,0
